path,role,filename,sha256,md5
../data/raw\LS_extracted/LS\F_N_RMA.wav,LS,F_N_RMA.wav,c3c4c7c1adacfa4e134fac16116a019db6bc36122b7ef5a9ee30389a65fcc60c,fd47ba4c7fa4a993b32bbac601868ed0
../data/raw\LS_extracted/LS\F_N_RUA.wav,LS,F_N_RUA.wav,f70929d2cff4d43f2081c800d34d79600b05b7be48942bf2341d90ee7a42eba8,5ed33970039e3af32c9287b565056754
../data/raw\LS_extracted/LS\F_PR_LLA.wav,LS,F_PR_LLA.wav,a48ae948639da450eecce80aeeabe31419e6e4aad2ee21c7f26874cf5ef84ccb,50b817717cdcf850e05d9f92b692c1cd
../data/raw\LS_extracted/LS\F_PR_LMA.wav,LS,F_PR_LMA.wav,d8fbd7dc6ecd28955038e55d75ab28f1006692ae9229c7988da00bf112d61451,d163320dd50adc77e5ca15522114d523
../data/raw\LS_extracted/LS\F_PR_LUA.wav,LS,F_PR_LUA.wav,6850efa827a3fdfaf27b5c12418330e993b391fdf1ac1698bf24fd07057d5f27,d57892e1bee041e437c3db12a0e01faf
../data/raw\LS_extracted/LS\F_R_LMA.wav,LS,F_R_LMA.wav,b22e4a39fe253c5b11f6a2273bf40db8f45b1962c343ccfebe37040a1ff4223e,c796277ec3c346ebbc46f55d27d3d0b6
../data/raw\LS_extracted/LS\F_R_LUA.wav,LS,F_R_LUA.wav,6e16fbcfbcae5accbba8bcd344b617e3e20ade4749f727e9c674b8fc74eb75f0,28653ca79e089dde090e2ade4cef877d
../data/raw\LS_extracted/LS\F_R_RLA.wav,LS,F_R_RLA.wav,602a1f583ad54188c919761d3128e334e84aadfa12f6e870f886e33f23fc2a08,605a8f8f1c784651f97a404bd4416779
../data/raw\LS_extracted/LS\F_W_RUA.wav,LS,F_W_RUA.wav,691c145cbb0634e4caaa68af480089af8e032f6d5e4e3d7781830d86065ed750,f0d2930a46f7160f3e8281a62340ee85
../data/raw\LS_extracted/LS\M_CC_LLA.wav,LS,M_CC_LLA.wav,9d1c272c1c313c54d58fcdb45568e13e8fe4df3b8a8c368c77de082009412b08,9980b4e3aae0c64b65ce06f0426140b3
../data/raw\LS_extracted/LS\M_CC_LMA.wav,LS,M_CC_LMA.wav,773c78538578c1271215c30b58b98097daa9236cf70eb53c82c84ac58a7cf59f,fe6d7cca545647ea8ec1ef108cde125b
../data/raw\LS_extracted/LS\M_CC_LUA.wav,LS,M_CC_LUA.wav,82982ee5a71a81297154acf6061a4ff50a74b866f13a348274763de1f132c743,b4f307c2de976f9427839e1182d3ed49
../data/raw\LS_extracted/LS\M_CC_RLA.wav,LS,M_CC_RLA.wav,8a4f778e61654cde0ee53d3a61dae94ebdbc45c2fdfcea6c144ace86bc91d75d,9d69fbe2b3466431b33e1d7cf1377143
../data/raw\LS_extracted/LS\M_FC_LUA.wav,LS,M_FC_LUA.wav,2a55396ed2373d825dd78fa9a11c07366707fafdb741e37da037a73b2573872f,daabb3decf0a4aabf3818f35491b31f2
../data/raw\LS_extracted/LS\M_FC_RLA.wav,LS,M_FC_RLA.wav,fff0e2ec049da356ad9767b85df0c054c8a393340c6e7d608e70518d76182925,7fc3f17b37471176b97636e9c1a4fee4
../data/raw\LS_extracted/LS\M_FC_RUA.wav,LS,M_FC_RUA.wav,08d97dfee8fba2182416e14387b8f15337bc8582e9a7d0cab64fc3209aaf4d34,355778bcda4ac58b5f834ac46abe6ea2
../data/raw\LS_extracted/LS\M_N_LLA.wav,LS,M_N_LLA.wav,73a7070b2a33aca15376bd7d802e6b581308d43e258e9249f3fb9065d3622c6f,9607ad5b7fdf3966c2f832906a4df7c0
../data/raw\LS_extracted/LS\M_N_LMA.wav,LS,M_N_LMA.wav,7c7e83b21a113db5782bf07364b05002ed6818b234c9f4ed16e6c20311d82902,f6bbfaba2b70276f0181a985ecc3aece
../data/raw\LS_extracted/LS\M_N_LUA.wav,LS,M_N_LUA.wav,c138fdea9a74dbb2884eaca5f8f25a098c6ea30d3edf0d51e825cbb6424ac38c,fb58451f9394001eaadd7cd4781b3960
../data/raw\LS_extracted/LS\M_N_RLA.wav,LS,M_N_RLA.wav,28cac077414f08ea0d878ad3f7c4595c9e61cf290c73657dd996efee09f150e4,7f13120ffaf7aeece89e4f1943deb69d
../data/raw\LS_extracted/LS\M_N_RMA.wav,LS,M_N_RMA.wav,35684faf15c46f643bb036f13a574fb52008b19f0021f13b93ecae45d48c601d,7e3e88767a4b4d7a669ba7e58a26397e
../data/raw\LS_extracted/LS\M_N_RUA.wav,LS,M_N_RUA.wav,7896a4c66c2bda08e4e7acc89548ee153e596b1c50e9d863a11e746f43a12087,343eb4f9fa0c8726bd2d5fe497b4a2d8
../data/raw\LS_extracted/LS\M_PR_LLA.wav,LS,M_PR_LLA.wav,bf0b3bd1fdf75d4acfeb2e36446461df4af46bb386f53c58097a1e845fff4458,7456b776513256d0424819928e23d780
../data/raw\LS_extracted/LS\M_PR_LMA.wav,LS,M_PR_LMA.wav,6e0f8aa93a9ab8b8b1b6f18a7026cb8b3b516e6f5984353d40a3eff38c21083d,10890f8e27c64a9b072a4fbb65bb9980
../data/raw\LS_extracted/LS\M_PR_LUA.wav,LS,M_PR_LUA.wav,b82372d20d006b53e6b7b69610ebc41f42c05c054e3ca1971abc69fd8f89d320,9b0aff77bd0f7b8bf06dfe5c07faf22b
../data/raw\LS_extracted/LS\M_PR_RLA.wav,LS,M_PR_RLA.wav,c1e9a95d49daef0b5e7ca34c69482ccec604b241aa3ab2fcf160e38139a555de,ba845f87b339b4ba82f621856dea3312
../data/raw\LS_extracted/LS\M_PR_RMA.wav,LS,M_PR_RMA.wav,2b3f4c8bfea2eb04a24020e1ece1ea277930a6bf26b52c7b221791a8c9f509d6,b3498015028b959982cbe187280ad882
../data/raw\LS_extracted/LS\M_PR_RUA.wav,LS,M_PR_RUA.wav,c4cd0b01b75f025050cd8ea8432a1fe802b032c9085f1c93b91e294bfd2ec522,358e3a44cabd5cf33cbea0e48d6201ce
../data/raw\LS_extracted/LS\M_R_LLA.wav,LS,M_R_LLA.wav,a7912e630bf08a5877b00f3403b1d45fca650ec0239b648931574f6c182623f2,41afae6667dbbc74c12558e63eb5e02b
../data/raw\LS_extracted/LS\M_R_LMA.wav,LS,M_R_LMA.wav,0c48d8bb8ee6d94a8bc0709c260f75355c52e8398f9728a5c8b07d0c75ccfed0,2a1726ec95ac5c950620e8c826b30f4b
../data/raw\LS_extracted/LS\M_R_LUA.wav,LS,M_R_LUA.wav,5899c231c6d826a98e2ec7728ba8b2bbdacd4029b06f6e4e071f0035c4dea701,d9356cc1a7a33ed2757624e722a53c82
../data/raw\LS_extracted/LS\M_R_RLA.wav,LS,M_R_RLA.wav,ab338049a69ff3b77a1ca6ec34926dbf352a7675ec5c3ac21ecccb4e9ab49e22,21e4360d179cf1cf3441f74904276bec
../data/raw\LS_extracted/LS\M_R_RUA.wav,LS,M_R_RUA.wav,e1f3b9a5190882c3f544191b4062d7f7948708348eeff8892afe9b69d30487f0,d6dee879ce1fc86bca31df7c981d55c9
../data/raw\LS_extracted/LS\M_W_LLA.wav,LS,M_W_LLA.wav,66631c4fd6c083a85fe29340515dbb4b97646f788ce94d6aee584b9e07e3b6cb,e71075004c8c62726aa7923090e0a068
../data/raw\LS_extracted/LS\M_W_LMA.wav,LS,M_W_LMA.wav,f3faa92fd750f9b37ecd0de60fdb13d6ddf3ca45702c0c8db985ef17eb468cb9,2720252f684b7663e8b8984d5f7748c4
../data/raw\LS_extracted/LS\M_W_LUA.wav,LS,M_W_LUA.wav,bc5d13efdb59f2691d0b4b08dd4357415d4badfb5254e16c282896ef666e90cd,cc3a33a693a1b1f834fbb7dc40f8a697
../data/raw\LS_extracted/LS\M_W_RLA.wav,LS,M_W_RLA.wav,9aff30a6000fcc22b5b879ed83df2fa8089600e7ff8476d126d0f248dbf9c372,c8e0e5c3143c21b022befde925589aed
../data/raw\LS_extracted/LS\M_W_RMA.wav,LS,M_W_RMA.wav,676a83c3bb443efbe2c7ad610e53dd85f5978c8231ec0374dd9ea09fa8746e40,dda41c4a2ede30060b3fdb4761eeb1e6
../data/raw\LS_extracted/LS\M_W_RUA.wav,LS,M_W_RUA.wav,238bb8c2b0c2730107fdb8a91363521b068dae45e988aad4220af3dc637bad96,ee5923c9e34f2e9fb28e529f181e7d4a
../data/raw\Mix_extracted/Mix\H0001.wav,Mix-H,H0001.wav,2778d5741abddac9df61c9d6c8e56b33e8e03e8b72e8e2dd4f328018a709feb5,74d1e60a3263dfa6d5ba9d5d2fb6bb05
../data/raw\Mix_extracted/Mix\H0002.wav,Mix-H,H0002.wav,bd5e2d6535f482905412e9b0bd19543a5f0dda32c84ac45936c666ae3909b73b,a6d3d0c4f052540a88383563349d23f3
../data/raw\Mix_extracted/Mix\H0003.wav,Mix-H,H0003.wav,2ce6ab8b7b51d440e974da652a95ee140f36edc7b434c9a741dcd7d5a326618c,8e4fbf7385885be99e6151d0846e4691
../data/raw\Mix_extracted/Mix\H0004.wav,Mix-H,H0004.wav,2f726202cb58008ea99e7ffcee59349b93b24d8d21024881775696a1efb66d88,b6ee3a9ae6a96776327507dfe6f4243d
../data/raw\Mix_extracted/Mix\H0005.wav,Mix-H,H0005.wav,e6e1016d8db565e463d99deba2c508cdb635d658f66873fb77e306948b61f90d,396fd049def4d7854d2c45231521d5ef
../data/raw\Mix_extracted/Mix\H0006.wav,Mix-H,H0006.wav,368225714fea9c15e6999d47c692bf588e4131d0f803add204d0b81902136a21,fb7f1631f6be2000a6ba0ce21df1d494
../data/raw\Mix_extracted/Mix\H0007.wav,Mix-H,H0007.wav,c73d7749bbed0d9281913e0fbdf70ed01e5c10f6e41be4d06d65d71064bf9d94,aa2c1b52c1e198766905ea02fc09d8a9
../data/raw\Mix_extracted/Mix\H0008.wav,Mix-H,H0008.wav,fe0b4e1beb5bbd0b2801634c72e732c3e4ff68c93ca470760309bf3d0e939587,516330b884d8dbe6cdc8feb954538a3f
../data/raw\Mix_extracted/Mix\H0009.wav,Mix-H,H0009.wav,5dc856ee8a43e3ef63fc86e8b5e659658359c3f7e66d3199571da6b3fcd1dc7f,cfda7d8a8642ae8a88805a44326eb1c4
../data/raw\Mix_extracted/Mix\H0010.wav,Mix-H,H0010.wav,c6175be08d3eb0f159b7faab2fbe5c2445d9b8d492ba5051f7b95b52d50a2730,0b3c6af4688ec18843ffd728e1a04198
../data/raw\Mix_extracted/Mix\H0011.wav,Mix-H,H0011.wav,9a2bc6fb3d86ac8ca876d15eb0043fc686629fb944b4a7256ddd6ffd97fe65e5,db3f4edce75debf97fce6613fea1d31a
../data/raw\Mix_extracted/Mix\H0012.wav,Mix-H,H0012.wav,da2290c4e13e8497eeb53b2a5a50048dadbe89f9965376c1d7173733dab5ca5f,ce1153d50c1069af0258abebbc6739a8
../data/raw\Mix_extracted/Mix\H0013.wav,Mix-H,H0013.wav,78b25cdb9d82e195141a57c50c11b1d7523ebf9f5db0e5ce0a9aa8ca361ca31b,419ddf1c76b9ecf3a0ead56fbac7b22e
../data/raw\Mix_extracted/Mix\H0014.wav,Mix-H,H0014.wav,9ee10987193daead2ea6bb7916f01cbefc6fe420d5adadac97e319784f611e4b,7c2098dd7e56d6977514fa71dfe62b82
../data/raw\Mix_extracted/Mix\H0015.wav,Mix-H,H0015.wav,9ee10987193daead2ea6bb7916f01cbefc6fe420d5adadac97e319784f611e4b,7c2098dd7e56d6977514fa71dfe62b82
../data/raw\Mix_extracted/Mix\H0016.wav,Mix-H,H0016.wav,75ff8f1dbbfa60a1448d8f15f273bff3003816373d4ef975df6c6d7c8635f44d,459d949b48621e09cc58f548cd0e6fba
../data/raw\Mix_extracted/Mix\H0017.wav,Mix-H,H0017.wav,368225714fea9c15e6999d47c692bf588e4131d0f803add204d0b81902136a21,fb7f1631f6be2000a6ba0ce21df1d494
../data/raw\Mix_extracted/Mix\H0018.wav,Mix-H,H0018.wav,130bc3198c44067e9cd0c4ac2822ed97b6015451b2f9083515ee5367f63425f9,721c9e209ddad4ab06141fc4de729e91
../data/raw\Mix_extracted/Mix\H0019.wav,Mix-H,H0019.wav,d79fe3777305ab972a3785313cf1da73a06e1b0d17272ea2bfffb0d696ebda1a,2e4208db24cd5f61c9c5cb312b2b1740
../data/raw\Mix_extracted/Mix\H0020.wav,Mix-H,H0020.wav,4fb2631bcdf9cc4853fe598c842db98085a3f3ab1dae0177fbbc9726556baa5e,3dd662d50c927432da393bf3b896b105
../data/raw\Mix_extracted/Mix\H0021.wav,Mix-H,H0021.wav,2778d5741abddac9df61c9d6c8e56b33e8e03e8b72e8e2dd4f328018a709feb5,74d1e60a3263dfa6d5ba9d5d2fb6bb05
../data/raw\Mix_extracted/Mix\H0022.wav,Mix-H,H0022.wav,62de99b71aa137d721547e1c136d52d562f2699205dba84974b7dd65fb5f6b83,30f118c5d75e74e7a8acff9cf0e0ad5f
../data/raw\Mix_extracted/Mix\H0023.wav,Mix-H,H0023.wav,99c8291451d49a470d8b95b1019be5fe02be7407a84c676d047d774386f47f71,dabac4a26e863c4ecc225390b5e77803
../data/raw\Mix_extracted/Mix\H0024.wav,Mix-H,H0024.wav,847a34a50d573595da92081f62ad22b71747bc7e2719bdf016082bd70598d198,50bf9d9aca6b0c226461616e2f9f73bc
../data/raw\Mix_extracted/Mix\H0025.wav,Mix-H,H0025.wav,78b25cdb9d82e195141a57c50c11b1d7523ebf9f5db0e5ce0a9aa8ca361ca31b,419ddf1c76b9ecf3a0ead56fbac7b22e
../data/raw\Mix_extracted/Mix\H0026.wav,Mix-H,H0026.wav,140d4aae78149fc76479ed13792042655b79b120ea5975a4dc57be5d8aefbcc0,635b81fc573fcce25e3585d20ac83802
../data/raw\Mix_extracted/Mix\H0027.wav,Mix-H,H0027.wav,34532f39f34bc16c2376c3bd7b26f5f7710d42957125753bc0ae51417f0f4daf,9faa94a5e1ff11f3ada8da7b2727db57
../data/raw\Mix_extracted/Mix\H0028.wav,Mix-H,H0028.wav,b7bd67d92c95e59138faabbcf3ce443da50ada4c3b298bd1c46c07adb2a938c8,d9fe8a2286b8038ee0fe92f48efffac5
../data/raw\Mix_extracted/Mix\H0029.wav,Mix-H,H0029.wav,99c8291451d49a470d8b95b1019be5fe02be7407a84c676d047d774386f47f71,dabac4a26e863c4ecc225390b5e77803
../data/raw\Mix_extracted/Mix\H0030.wav,Mix-H,H0030.wav,d3bb640c1411d2a21fe35aaaa84076888144d9ab7dc0b02ebaeef76c3c3c905d,26aa3578a697b16ac7b8bc551b90faed
../data/raw\Mix_extracted/Mix\H0031.wav,Mix-H,H0031.wav,75c2880908609dc205961705e3c61659cb0100f2c4a4486fa980e434f045a250,7f0c0ba0c88a86c020cc956346c84d46
